"days","Period_1","Period_2","Period_3","Period_1_ci_lower","Period_1_ci_upper","Period_2_ci_lower","Period_2_ci_upper","Period_3_ci_lower","Period_3_ci_upper"
"restricted_mean",6.66666666666667,25.3333333333333,60,NA,NA,NA,NA,NA,NA
"0",1,1,1,1,1,1,1,1,1
"1",1,1,1,1,1,1,1,1,1
"2",1,1,1,1,1,1,1,1,1
"3",1,1,1,1,1,1,1,1,1
"4",1,1,1,1,1,1,1,1,1
"5",0.333333333333333,1,1,0.0672783908519223,1,1,1,1,1
"6",0.333333333333333,1,1,0.0672783908519223,1,1,1,1,1
"7",0.333333333333333,1,1,0.0672783908519223,1,1,1,1,1
"8",0.333333333333333,0.333333333333333,1,0.0672783908519223,1,0.0672783908519223,1,1,1
"9",0.333333333333333,0.333333333333333,1,0.0672783908519223,1,0.0672783908519223,1,1,1
"10",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"11",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"12",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"13",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"14",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"15",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"16",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"17",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"18",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"19",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"20",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"21",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"22",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"23",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"24",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"25",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"26",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"27",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"28",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"29",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"30",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"31",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"32",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"33",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"34",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"35",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"36",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"37",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"38",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"39",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"40",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"41",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"42",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"43",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"44",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"45",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"46",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"47",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"48",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"49",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"50",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"51",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"52",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"53",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"54",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"55",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"56",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"57",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"58",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
"59",0,0.333333333333333,1,NA,NA,0.0672783908519223,1,1,1
